gene,origin_mechanism,parental_gene
YMR031W-A,de novo origination,YMR031W-A
YBR124W,de novo origination,YBR124W
YOL046C,de novo origination,YOL046C
YMR030W-A,de novo origination,YMR030W-A
YMR182W-A,de novo origination,YMR182W-A
YPR159C-A,de novo origination,YPR159C-A
YBL048W,de novo origination,YBL048W
YOL014W,de novo origination,YOL014W
YLR230W,de novo origination,YLR230W
YPR053C,de novo origination,YPR053C
YJL144W,de novo origination,YJL144W
YEL033W,de novo origination,YEL033W
YNL324W,de novo origination,YNL324W
YKL097C,de novo origination,YKL097C
YDL151C,de novo origination,YDL151C
YGL182C,de novo origination,YGL182C
YHL002C-A,de novo origination,YHL002C-A
YLR338W,de novo origination,YLR338W
YBR051W,de novo origination,YBR051W
YGR121W-A,de novo origination,YGR121W-A
YPR197C,de novo origination,YPR197C
YPR044C,de novo origination,YPR044C
YGL088W,de novo origination,YGL088W
YHR028W-A,de novo origination,YHR028W-A
YBR184W,de novo origination,YBR184W
YER107W-A,de novo origination,YER107W-A
YOR053W,de novo origination,YOR053W
YOL013W-B,de novo origination,YOL013W-B
YGR151C,de novo origination,YGR151C
YPL251W,de novo origination,YPL251W
YDR094W,de novo origination,YDR094W
YBR063C,de novo origination,YBR063C
YLR222C-A,de novo origination,YLR222C-A
YOR020W-A,de novo origination,YOR020W-A
YOR331C,de novo origination,YOR331C
YGL165C,de novo origination,YGL165C
YAR035C-A,de novo origination,YAR035C-A
YJR120W,de novo origination,YJR120W
YPL135C-A,de novo origination,YPL135C-A
YDR327W,de novo origination,YDR327W
YDL032W,de novo origination,YDL032W
YKL030W,de novo origination,YKL030W
YNL184C,de novo origination,YNL184C
YOL160W,de novo origination,YOL160W
YML116W-A,de novo origination,YML116W-A
YDR269C,de novo origination,YDR269C
YOR376W-A,de novo origination,YOR376W-A
YNL140C,de novo origination,YNL140C
YHR063W-A,de novo origination,YHR063W-A
YHR193C-A,de novo origination,YHR193C-A
YLR265C,de novo origination,YLR265C
YCL048W-A,de novo origination,YCL048W-A
YFR054C,de novo origination,YFR054C
YNR001W-A,de novo origination,YNR001W-A
YDR136C,de novo origination,YDR136C
YMR290W-A,de novo origination,YMR290W-A
YDR246W-A,de novo origination,YDR246W-A
YBL094C,de novo origination,YBL094C
YLR458W,de novo origination,YLR458W
YJL027C,de novo origination,YJL027C
YML100W-A,de novo origination,YML100W-A
YFL013W-A,de novo origination,YFL013W-A
YNR014W,de novo origination,YNR014W
YKL111C,de novo origination,YKL111C
YER088C-A,de novo origination,YER088C-A
YDR360W,de novo origination,YDR360W
YIL028W,de novo origination,YIL028W
YDR537C,de novo origination,YDR537C
YDR194W-A,de novo origination,YDR194W-A
YHR175W-A,de novo origination,YHR175W-A
YDL196W,de novo origination,YDL196W
YHR126C,de novo origination,YHR126C
YJL156W-A,de novo origination,YJL156W-A
YMR175W-A,de novo origination,YMR175W-A
YMR158W-B,de novo origination,YMR158W-B
YNL143C,de novo origination,YNL143C
YPL102C,de novo origination,YPL102C
YGL204C,de novo origination,YGL204C
YML054C-A,de novo origination,YML054C-A
YLR169W,de novo origination,YLR169W
YKR047W,de novo origination,YKR047W
YMR082C,de novo origination,YMR082C
YCR006C,de novo origination,YCR006C
YER023C-A,de novo origination,YER023C-A
YPL185W,de novo origination,YPL185W
YLR041W,de novo origination,YLR041W
YOR235W,de novo origination,YOR235W
Q0297,de novo origination,Q0297
YIL163C,de novo origination,YIL163C
YFL021C-A,de novo origination,YFL021C-A
YHL006W-A,de novo origination,YHL006W-A
YLR358C,de novo origination,YLR358C
YJL052C-A,de novo origination,YJL052C-A
YAL034C-B,de novo origination,YAL034C-B
YDL197C,de novo origination,YDL197C
YAL016C-A,de novo origination,YAL016C-A
YHL046W-A,de novo origination,YHL046W-A
YNL277W-A,de novo origination,YNL277W-A
YDR281C,de novo origination,YDR281C
YFR009W-A,de novo origination,YFR009W-A
YDL094C,de novo origination,YDL094C
YDR521W,de novo origination,YDR521W
YOR325W,de novo origination,YOR325W
YNL097W-A,de novo origination,YNL097W-A
YJL028W,de novo origination,YJL028W
YEL032C-A,de novo origination,YEL032C-A
YDR467C,de novo origination,YDR467C
YJL118W,de novo origination,YJL118W
YOR309C,de novo origination,YOR309C
YPL250C,de novo origination,YPL250C
YPR096C,de novo origination,YPR096C
YBR277C,de novo origination,YBR277C
YNL266W,de novo origination,YNL266W
YOL134C,de novo origination,YOL134C
YJL077W-A,de novo origination,YJL077W-A
YBR050C,de novo origination,YBR050C
YDR014W-A,de novo origination,YDR014W-A
YHR180W-A,de novo origination,YHR180W-A
YDL159W-A,de novo origination,YDL159W-A
YBR148W,de novo origination,YBR148W
YLR154W-F,de novo origination,YLR154W-F
YER135C,de novo origination,YER135C
YKL031W,de novo origination,YKL031W
YKL106C-A,de novo origination,YKL106C-A
YOR293C-A,de novo origination,YOR293C-A
YCL021W-A,de novo origination,YCL021W-A
YGR107W,de novo origination,YGR107W
YLR202C,de novo origination,YLR202C
YGL239C,de novo origination,YGL239C
YNL120C,de novo origination,YNL120C
YBR174C,de novo origination,YBR174C
YPL114W,de novo origination,YPL114W
YDR015C,de novo origination,YDR015C
YDR413C,de novo origination,YDR413C
YCR050C,de novo origination,YCR050C
YAL019W-A,de novo origination,YAL019W-A
YAL037C-A,de novo origination,YAL037C-A
YLL006W-A,de novo origination,YLL006W-A
YJL064W,de novo origination,YJL064W
YEL018C-A,de novo origination,YEL018C-A
YDR095C,de novo origination,YDR095C
YNL319W,de novo origination,YNL319W
YDR526C,de novo origination,YDR526C
YLR453C,de novo origination,YLR453C
YHR056W-A,de novo origination,YHR056W-A
YBR013C,de novo origination,YBR013C
YHR137C-A,de novo origination,YHR137C-A
YFR056C,de novo origination,YFR056C
YML034C-A,de novo origination,YML034C-A
YLR379W,de novo origination,YLR379W
YAR030C,de novo origination,YAR030C
YOR248W,de novo origination,YOR248W
YDR525W,de novo origination,YDR525W
YBR032W,de novo origination,YBR032W
YJR114W,de novo origination,YJR114W
YEL045C,de novo origination,YEL045C
YOR072W,de novo origination,YOR072W
YNL174W,de novo origination,YNL174W
YGR190C,de novo origination,YGR190C
YLR112W,de novo origination,YLR112W
YDR203W,de novo origination,YDR203W
YOR146W,de novo origination,YOR146W
YLR317W,de novo origination,YLR317W
YOR032W-A,de novo origination,YOR032W-A
Q0144,de novo origination,Q0144
Q0143,de novo origination,Q0143
YOR231C-A,de novo origination,YOR231C-A
YCR047W-A,de novo origination,YCR047W-A
Q0010,de novo origination,Q0010
YNL097C-B,de novo origination,YNL097C-B
YKL162C-A,de novo origination,YKL162C-A
YMR272W-A,de novo origination,YMR272W-A
YGL118C,de novo origination,YGL118C
YLR163W-A,de novo origination,YLR163W-A
YBR099C,de novo origination,YBR099C
YGR265W,de novo origination,YGR265W
YNR044W,de novo origination,YNR044W
YLR232W,de novo origination,YLR232W
YGR114C,de novo origination,YGR114C
YMR075C-A,de novo origination,YMR075C-A
YNL042W-B,de novo origination,YNL042W-B
YJL199C,de novo origination,YJL199C
YIR030W-A,de novo origination,YIR030W-A
YML047W-A,de novo origination,YML047W-A
YAR019W-A,de novo origination,YAR019W-A
YDL159C-B,de novo origination,YDL159C-B
YBL073W,de novo origination,YBL073W
YML031C-A,de novo origination,YML031C-A
YJR087W,de novo origination,YJR087W
YIL059C,de novo origination,YIL059C
YDL023C,de novo origination,YDL023C
YJL020W-A,de novo origination,YJL020W-A
YEL009C-A,de novo origination,YEL009C-A
YDR112W,de novo origination,YDR112W
YBR056C-B,de novo origination,YBR056C-B
YGR153W,de novo origination,YGR153W
YOR161W-A,de novo origination,YOR161W-A
YDR209C,de novo origination,YDR209C
YDL162C,de novo origination,YDL162C
YDR010C,de novo origination,YDR010C
YGL024W,de novo origination,YGL024W
YEL057C,de novo origination,YEL057C
YAL064W-B,de novo origination,YAL064W-B
YPR087W,de novo origination,YPR087W
YLR307C-A,de novo origination,YLR307C-A
YIL058W,de novo origination,YIL058W
YJL047C-A,de novo origination,YJL047C-A
YMR013C-A,de novo origination,YMR013C-A
YIL021C-A,de novo origination,YIL021C-A
YPR126C,de novo origination,YPR126C
YOL131W,de novo origination,YOL131W
YEL067C,de novo origination,YEL067C
YER038W-A,de novo origination,YER038W-A
YDR290W,de novo origination,YDR290W
YGL069C,de novo origination,YGL069C
YDR509W,de novo origination,YDR509W
YBL012C,de novo origination,YBL012C
YLR402W,de novo origination,YLR402W
YHR157W,de novo origination,YHR157W
YNL179C,de novo origination,YNL179C
YBR103C-A,de novo origination,YBR103C-A
YCL042W,de novo origination,YCL042W
YOL050C,de novo origination,YOL050C
YMR135W-A,de novo origination,YMR135W-A
YHR073C-B,de novo origination,YHR073C-B
YNL226W,de novo origination,YNL226W
YKR033C,de novo origination,YKR033C
YBR027C,de novo origination,YBR027C
YDR199W,de novo origination,YDR199W
YPL044C,de novo origination,YPL044C
YBR226C,de novo origination,YBR226C
YBR126W-A,de novo origination,YBR126W-A
YOR041C,de novo origination,YOR041C
YHL041W,de novo origination,YHL041W
YGL057C,de novo origination,YGL057C
YAL055W,de novo origination,YAL055W
YHL048C-A,de novo origination,YHL048C-A
YDR374W-A,de novo origination,YDR374W-A
YBL071C,de novo origination,YBL071C
YIL032C,de novo origination,YIL032C
YIL152W,de novo origination,YIL152W
YJL067W,de novo origination,YJL067W
YDL069C,de novo origination,YDL069C
Q0017,de novo origination,Q0017
YNL285W,de novo origination,YNL285W
YHR139C-A,de novo origination,YHR139C-A
YOR381W-A,de novo origination,YOR381W-A
YDL068W,de novo origination,YDL068W
YDR320W-B,de novo origination,YDR320W-B
YER067C-A,de novo origination,YER067C-A
YCL041C,de novo origination,YCL041C
YEL030C-A,de novo origination,YEL030C-A
YER078W-A,de novo origination,YER078W-A
YKL096C-B,de novo origination,YKL096C-B
YJL135W,de novo origination,YJL135W
YOL024W,de novo origination,YOL024W
YAL031W-A,de novo origination,YAL031W-A
YBR131C-A,de novo origination,YBR131C-A
YOL166C,de novo origination,YOL166C
YJL007C,de novo origination,YJL007C
YGL041C,de novo origination,YGL041C
YGR146C-A,de novo origination,YGR146C-A
YIL100C-A,de novo origination,YIL100C-A
YLL020C,de novo origination,YLL020C
YPR012W,de novo origination,YPR012W
YCL007C,de novo origination,YCL007C
YAL063C-A,de novo origination,YAL063C-A
YJL152W,de novo origination,YJL152W
YHR213W-A,de novo origination,YHR213W-A
YLR342W-A,de novo origination,YLR342W-A
YHR070C-A,de novo origination,YHR070C-A
YFR034W-A,de novo origination,YFR034W-A
YER119C-A,de novo origination,YER119C-A
YGR031C-A,de novo origination,YGR031C-A
YMR247W-A,de novo origination,YMR247W-A
YOR068C,de novo origination,YOR068C
YIR023C-A,de novo origination,YIR023C-A
YNL028W,de novo origination,YNL028W
YPR099C,de novo origination,YPR099C
YOL164W-A,de novo origination,YOL164W-A
YIR021W-A,de novo origination,YIR021W-A
YNL303W,de novo origination,YNL303W
YPL130W,de novo origination,YPL130W
YEL035C,de novo origination,YEL035C
YKR091W,de novo origination,YKR091W
YAL016C-B,de novo origination,YAL016C-B
YKL169C,de novo origination,YKL169C
YPR170C,de novo origination,YPR170C
YDR344C,de novo origination,YDR344C
YBR200W-A,de novo origination,YBR200W-A
YJL022W,de novo origination,YJL022W
YLR311C,de novo origination,YLR311C
YDR250C,de novo origination,YDR250C
YPR130C,de novo origination,YPR130C
YER076W-A,de novo origination,YER076W-A
YDR491C,de novo origination,YDR491C
YBR223W-A,de novo origination,YBR223W-A
YDL050C,de novo origination,YDL050C
YFR036W,de novo origination,YFR036W
YLR280C,de novo origination,YLR280C
YGR018C,de novo origination,YGR018C
YIL012W,de novo origination,YIL012W
YHR093W,de novo origination,YHR093W
YML089C,de novo origination,YML089C
YHR095W,de novo origination,YHR095W
YMR317W,de novo origination,YMR317W
YBL100C,de novo origination,YBL100C
YIL020C-A,de novo origination,YIL020C-A
YER085C,de novo origination,YER085C
YGR035C,de novo origination,YGR035C
YDR182W-A,de novo origination,YDR182W-A
YIL046W-A,de novo origination,YIL046W-A
YGL006W-A,de novo origination,YGL006W-A
YMR007W,de novo origination,YMR007W
YNL203C,de novo origination,YNL203C
YOR263C,de novo origination,YOR263C
YMR105W-A,de novo origination,YMR105W-A
YJL195C,de novo origination,YJL195C
YDR169C-A,de novo origination,YDR169C-A
YLR062C,de novo origination,YLR062C
YOR161C-C,de novo origination,YOR161C-C
YOR186W,de novo origination,YOR186W
YGL149W,de novo origination,YGL149W
YGR174W-A,de novo origination,YGR174W-A
YMR086C-A,de novo origination,YMR086C-A
YOR034C-A,de novo origination,YOR034C-A
YGR161W-C,de novo origination,YGR161W-C
YAL069W,de novo origination,YAL069W
YBR230W-A,de novo origination,YBR230W-A
YJR157W,de novo origination,YJR157W
YFR010W-A,de novo origination,YFR010W-A
YDR510C-A,de novo origination,YDR510C-A
YOL155W-A,de novo origination,YOL155W-A
YJL202C,de novo origination,YJL202C
YPR050C,de novo origination,YPR050C
YDL152W,de novo origination,YDL152W
YOR008W-B,de novo origination,YOR008W-B
YGL034C,de novo origination,YGL034C
YOR199W,de novo origination,YOR199W
YDR433W,de novo origination,YDR433W
YIL134C-A,de novo origination,YIL134C-A
YEL008W,de novo origination,YEL008W
YBR116C,de novo origination,YBR116C
YNL130C-A,de novo origination,YNL130C-A
YGL259W,de novo origination,YGL259W
YMR052C-A,de novo origination,YMR052C-A
YPR016W-A,de novo origination,YPR016W-A
YML009C-A,de novo origination,YML009C-A
YIR020C-B,de novo origination,YIR020C-B
YMR141C,de novo origination,YMR141C
YOR335W-A,de novo origination,YOR335W-A
YIL066W-A,de novo origination,YIL066W-A
YML009W-B,de novo origination,YML009W-B
YCR045W-A,de novo origination,YCR045W-A
YJR140W-A,de novo origination,YJR140W-A
YDL118W,de novo origination,YDL118W
YCL058C,de novo origination,YCL058C
YNL109W,de novo origination,YNL109W
YKL165C-A,de novo origination,YKL165C-A
YFL010W-A,de novo origination,YFL010W-A
YIR016W,de novo origination,YIR016W
YAL065C,de novo origination,YAL065C
YMR174C,de novo origination,YMR174C
YER090C-A,de novo origination,YER090C-A
YBR232C,de novo origination,YBR232C
YAR047C,de novo origination,YAR047C
YCR087W,de novo origination,YCR087W
YCL001W-A,de novo origination,YCL001W-A
YNL067W-B,de novo origination,YNL067W-B
YAL042C-A,de novo origination,YAL042C-A
YOR024W,de novo origination,YOR024W
YER186C,de novo origination,YER186C
YJL169W,de novo origination,YJL169W
YML122C,de novo origination,YML122C
YER121W,de novo origination,YER121W
YJL120W,de novo origination,YJL120W
YGL188C,de novo origination,YGL188C
YNL338W,de novo origination,YNL338W
YJL136W-A,de novo origination,YJL136W-A
YML099W-A,de novo origination,YML099W-A
YHR180C-B,de novo origination,YHR180C-B
YPR078C,de novo origination,YPR078C
YEL020C-B,de novo origination,YEL020C-B
YDR029W,de novo origination,YDR029W
YDL173W,de novo origination,YDL173W
YLL019W-A,de novo origination,YLL019W-A
YOR108C-A,de novo origination,YOR108C-A
YOL150C,de novo origination,YOL150C
YLR111W,de novo origination,YLR111W
YIL141W,de novo origination,YIL141W
YGL072C,de novo origination,YGL072C
YMR242W-A,de novo origination,YMR242W-A
YDL096C,de novo origination,YDL096C
YLR416C,de novo origination,YLR416C
YLL030C,de novo origination,YLL030C
YLR124W,de novo origination,YLR124W
YER145C-A,de novo origination,YER145C-A
YMR175W,de novo origination,YMR175W
YER188W,de novo origination,YER188W
YIR020C,de novo origination,YIR020C
YPR074W-A,de novo origination,YPR074W-A
YNL046W,de novo origination,YNL046W
YBR076C-A,de novo origination,YBR076C-A
YIL092W,de novo origination,YIL092W
YKL153W,de novo origination,YKL153W
YGL052W,de novo origination,YGL052W
YPL182C,de novo origination,YPL182C
YDR230W,de novo origination,YDR230W
YLR437C-A,de novo origination,YLR437C-A
YJL197C-A,de novo origination,YJL197C-A
YDR157W,de novo origination,YDR157W
YMR316C-B,de novo origination,YMR316C-B
YDL247W-A,de novo origination,YDL247W-A
YDL172C,de novo origination,YDL172C
YPL223C,de novo origination,YPL223C
YDL062W,de novo origination,YDL062W
YDL025W-A,de novo origination,YDL025W-A
YPL152W-A,de novo origination,YPL152W-A
YKL023W,de novo origination,YKL023W
YOR193W,de novo origination,YOR193W
YLR365W,de novo origination,YLR365W
YJL077C,de novo origination,YJL077C
YDR524C-B,de novo origination,YDR524C-B
YKL037W,de novo origination,YKL037W
YOR183W,de novo origination,YOR183W
YBL065W,de novo origination,YBL065W
YLR198C,de novo origination,YLR198C
YBR196C-B,de novo origination,YBR196C-B
YPL027W,de novo origination,YPL027W
YJR037W,de novo origination,YJR037W
YLR264C-A,de novo origination,YLR264C-A
YIL100W,de novo origination,YIL100W
YPR076W,de novo origination,YPR076W
YLR349W,de novo origination,YLR349W
YCL076W,de novo origination,YCL076W
YGL193C,de novo origination,YGL193C
YGR240C-A,de novo origination,YGR240C-A
YKL065W-A,de novo origination,YKL065W-A
YPR039W,de novo origination,YPR039W
YBR071W,de novo origination,YBR071W
YBL100W-C,de novo origination,YBL100W-C
YMR316C-A,de novo origination,YMR316C-A
YNL276C,de novo origination,YNL276C
YER172C-A,de novo origination,YER172C-A
YFL019C,de novo origination,YFL019C
YBR190W,de novo origination,YBR190W
YDL240C-A,de novo origination,YDL240C-A
YPR195C,de novo origination,YPR195C
YDR102C,de novo origination,YDR102C
YLR322W,de novo origination,YLR322W
YJR128W,de novo origination,YJR128W
YLR285C-A,de novo origination,YLR285C-A
YER084W,de novo origination,YER084W
YCR024C-B,de novo origination,YCR024C-B
YKL177W,de novo origination,YKL177W
YBR188C,de novo origination,YBR188C
YBL053W,de novo origination,YBL053W
YDL071C,de novo origination,YDL071C
YLR346C,de novo origination,YLR346C
YBL044W,de novo origination,YBL044W
YBL039C-A,de novo origination,YBL039C-A
YHR049C-A,de novo origination,YHR049C-A
YBR201C-A,de novo origination,YBR201C-A
YBR056W-A,de novo origination,YBR056W-A
YIR018C-A,de novo origination,YIR018C-A
YBL008W-A,de novo origination,YBL008W-A
YHR071C-A,de novo origination,YHR071C-A
YFR036W-A,de novo origination,YFR036W-A
YGL170C,de novo origination,YGL170C
YNR061C,de novo origination,YNR061C
YPR077C,de novo origination,YPR077C
YGR051C,de novo origination,YGR051C
YPL250W-A,de novo origination,YPL250W-A
YML090W,de novo origination,YML090W
YHL005C,de novo origination,YHL005C
YDL009C,de novo origination,YDL009C
YEL074W,de novo origination,YEL074W
YOL099C,de novo origination,YOL099C
YCR095W-A,de novo origination,YCR095W-A
YDR133C,de novo origination,YDR133C
YDR540C,de novo origination,YDR540C
YDL185C-A,de novo origination,YDL185C-A
YHR130C,de novo origination,YHR130C
YGL015C,de novo origination,YGL015C
YKL036C,de novo origination,YKL036C
YBR134W,de novo origination,YBR134W
YJL075C,de novo origination,YJL075C
YDL221W,de novo origination,YDL221W
YDR406W-A,de novo origination,YDR406W-A
YOL019W-A,de novo origination,YOL019W-A
YKL023C-A,de novo origination,YKL023C-A
YPR145C-A,de novo origination,YPR145C-A
YMR001C-A,de novo origination,YMR001C-A
YOR203W,de novo origination,YOR203W
YER137W-A,de novo origination,YER137W-A
YDL242W,de novo origination,YDL242W
YMR306C-A,de novo origination,YMR306C-A
YMR153C-A,de novo origination,YMR153C-A
Q0182,de novo origination,Q0182
YDR504C,de novo origination,YDR504C
YNL228W,de novo origination,YNL228W
YOR055W,de novo origination,YOR055W
YNL170W,de novo origination,YNL170W
YKL156C-A,de novo origination,YKL156C-A
YER068C-A,de novo origination,YER068C-A
YGR259C,de novo origination,YGR259C
YMR294W-A,de novo origination,YMR294W-A
YPR146C,de novo origination,YPR146C
Q0032,de novo origination,Q0032
YER088W-B,de novo origination,YER088W-B
YBR221W-A,de novo origination,YBR221W-A
YOL097W-A,de novo origination,YOL097W-A
YGL007C-A,de novo origination,YGL007C-A
YOR139C,de novo origination,YOR139C
YEL014C,de novo origination,YEL014C
YNL205C,de novo origination,YNL205C
YGL218W,de novo origination,YGL218W
YOR345C,de novo origination,YOR345C
YIL105W-A,de novo origination,YIL105W-A
YPL222C-A,de novo origination,YPL222C-A
YER175W-A,de novo origination,YER175W-A
YHL037C,de novo origination,YHL037C
YPR142C,de novo origination,YPR142C
YDL011C,de novo origination,YDL011C
YJL211C,de novo origination,YJL211C
YCR038W-A,de novo origination,YCR038W-A
YGL177W,de novo origination,YGL177W
YGR069W,de novo origination,YGR069W
YPL200W,de novo origination,YPL200W
YGR290W,de novo origination,YGR290W
YDL007C-A,de novo origination,YDL007C-A
YIR036W-A,de novo origination,YIR036W-A
YNR003W-A,de novo origination,YNR003W-A
YAL064W,de novo origination,YAL064W
YKR075W-A,de novo origination,YKR075W-A
YLR299C-A,de novo origination,YLR299C-A
YDR187C,de novo origination,YDR187C
YIL115W-A,de novo origination,YIL115W-A
YDL241W,de novo origination,YDL241W
YML007C-A,de novo origination,YML007C-A
YJL032W,de novo origination,YJL032W
YML053C,de novo origination,YML053C
YPL025C,de novo origination,YPL025C
YNL198C,de novo origination,YNL198C
YNL067W-A,de novo origination,YNL067W-A
YBL071C-B,de novo origination,YBL071C-B
YGL258W-A,de novo origination,YGL258W-A
YDR210W,de novo origination,YDR210W
YDR271C,de novo origination,YDR271C
YDR118W-A,de novo origination,YDR118W-A
YBL006W-A,de novo origination,YBL006W-A
YOR082C,de novo origination,YOR082C
YFR020W,de novo origination,YFR020W
YOL035C,de novo origination,YOL035C
YNL196C,de novo origination,YNL196C
YDR455C,de novo origination,YDR455C
YML058W-A,de novo origination,YML058W-A
YLR053C,de novo origination,YLR053C
YGR045C,de novo origination,YGR045C
YCL049C,de novo origination,YCL049C
YJL015C,de novo origination,YJL015C
YLR444C,de novo origination,YLR444C
YGL007W,de novo origination,YGL007W
YGL102C,de novo origination,YGL102C
YGR064W,de novo origination,YGR064W
YIL030W-A,de novo origination,YIL030W-A
YKL044W,de novo origination,YKL044W
YJL086C,de novo origination,YJL086C
YBR144C,de novo origination,YBR144C
YBR178W,de novo origination,YBR178W
YBR191W-A,de novo origination,YBR191W-A
YLR399W-A,de novo origination,YLR399W-A
YKL136W,de novo origination,YKL136W
YJR146W,de novo origination,YJR146W
YOL085W-A,de novo origination,YOL085W-A
YGR226C,de novo origination,YGR226C
YMR304C-A,de novo origination,YMR304C-A
YJL119C,de novo origination,YJL119C
YLR122C,de novo origination,YLR122C
YDL022C-A,de novo origination,YDL022C-A
YGR137W,de novo origination,YGR137W
YFL031C-A,de novo origination,YFL031C-A
YMR272W-B,de novo origination,YMR272W-B
YOL052C-A,de novo origination,YOL052C-A
YHR153C,de novo origination,YHR153C
YHR199C-A,de novo origination,YHR199C-A
YNL114C,de novo origination,YNL114C
YPR170W-A,de novo origination,YPR170W-A
YLR236C,de novo origination,YLR236C
YOR282W,de novo origination,YOR282W
YGL109W,de novo origination,YGL109W
YLR123C,de novo origination,YLR123C
YGL123C-A,de novo origination,YGL123C-A
YNL300W,de novo origination,YNL300W
YNL269W,de novo origination,YNL269W
YBR224W,de novo origination,YBR224W
YOR008C-A,de novo origination,YOR008C-A
YKL202W,de novo origination,YKL202W
YMR251W-A,de novo origination,YMR251W-A
YFL015W-A,de novo origination,YFL015W-A
YEL059W,de novo origination,YEL059W
YMR003W,de novo origination,YMR003W
YOR300W,de novo origination,YOR300W
YFR057W,de novo origination,YFR057W
YEL050W-A,de novo origination,YEL050W-A
YGR269W,de novo origination,YGR269W
YNR005C,de novo origination,YNR005C
YMR245W,de novo origination,YMR245W
YOR050C,de novo origination,YOR050C
YDR008C,de novo origination,YDR008C
YKL102C,de novo origination,YKL102C
YLL037W,de novo origination,YLL037W
YNL146W,de novo origination,YNL146W
YDR275W,de novo origination,YDR275W
YGR182C,de novo origination,YGR182C
YOR169C,de novo origination,YOR169C
YGR022C,de novo origination,YGR022C
YGL132W,de novo origination,YGL132W
YAL045C,de novo origination,YAL045C
YDR445C,de novo origination,YDR445C
YDR464C-A,de novo origination,YDR464C-A
YKL093W,de novo origination,YKL093W
YNL017C,de novo origination,YNL017C
YBR206W,de novo origination,YBR206W
YPR014C,de novo origination,YPR014C
YBR072C-A,de novo origination,YBR072C-A
YDL187C,de novo origination,YDL187C
YKR012C,de novo origination,YKR012C
YPL205C,de novo origination,YPL205C
YDR524C-A,de novo origination,YDR524C-A
YPR064W,de novo origination,YPR064W
YAR053W,de novo origination,YAR053W
YFR052C-A,de novo origination,YFR052C-A
YER165C-A,de novo origination,YER165C-A
YLR406C-A,de novo origination,YLR406C-A
YKL145W-A,de novo origination,YKL145W-A
YOR376W,de novo origination,YOR376W
YDR149C,de novo origination,YDR149C
YPL261C,de novo origination,YPL261C
YDR215C,de novo origination,YDR215C
YMR013W-A,de novo origination,YMR013W-A
YBR141W-A,de novo origination,YBR141W-A
YNL146C-A,de novo origination,YNL146C-A
YFR035C,de novo origination,YFR035C
YKR077W,de novo origination,YKR077W
YDR371C-A,de novo origination,YDR371C-A
YLR082C,de novo origination,YLR082C
YHR160C,de novo origination,YHR160C
YGL074C,de novo origination,YGL074C
YPR136C,de novo origination,YPR136C
YOR011W-A,de novo origination,YOR011W-A
YIL025C,de novo origination,YIL025C
YHR069C-A,de novo origination,YHR069C-A
YOR135C,de novo origination,YOR135C
YFL032W,de novo origination,YFL032W
YOR366W,de novo origination,YOR366W
YOR072W-A,de novo origination,YOR072W-A
YCR108C,de novo origination,YCR108C
YML012C-A,de novo origination,YML012C-A
YEL010W,de novo origination,YEL010W
YCR025C,de novo origination,YCR025C
YLL044W,de novo origination,YLL044W
YGR011W,de novo origination,YGR011W
YER148W-A,de novo origination,YER148W-A
YBR209W,de novo origination,YBR209W
