"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"Q03338" "OTHER" "1" "PRP3" "S. cerevisiae" "Pre-mRNA Processing" "1410" "YDR473C" "S000002881" "ORF"
"Q12118" "OTHER" "1" "SGT2" "S. cerevisiae" "Small Glutamine-rich Tetratricopeptide repeat-containing protein" "1041" "YOR007C" "S000005533" "ORF"
"P24482" "OTHER" "1" "DPB2" "S. cerevisiae" "DNA Polymerase B subunit 2" "2070" "YPR175W" "S000006379" "ORF"
"Q12155" "OTHER" "1" "EMA19" "S. cerevisiae" "Efficient Mitochondria targeting-Associated protein" "486" "YLR050C" "S000004040" "ORF"
"P53983" "OTHER" "1" "ASI3" "S. cerevisiae" "Amino acid Sensor-Independent" "2031" "YNL008C" "S000004953" "ORF"
"P32602" "OTHER" "1" "SEC17" "S. cerevisiae" "SECretory" "995" "YBL050W" "S000000146" "ORF"
"P38632" "OTHER" "1" "MMS21" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "804" "YEL019C" "S000000745" "ORF"
"P40061" "OTHER" "1" "TSC11" "S. cerevisiae" "Temperature-sensitive Suppressors of Csg2 mutants" "4293" "YER093C" "S000000895" "ORF"
"P04802" "OTHER" "1" "DPS1" "S. cerevisiae" "" "1674" "YLL018C" "S000003941" "ORF"
"P33890" "OTHER" "1" "TIR2" "S. cerevisiae" "TIp1-Related" "756" "YOR010C" "S000005536" "ORF"
"P26321" "OTHER" "1" "RPL5" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "894" "YPL131W" "S000006052" "ORF"
"P40958" "OTHER" "1" "MAD2" "S. cerevisiae" "Mitotic Arrest-Deficient" "591" "YJL030W" "S000003567" "ORF"
"Q12091" "OTHER" "1" "DAP1" "S. cerevisiae" "DAmage resistance Protein" "459" "YPL170W" "S000006091" "ORF"
"P25302" "OTHER" "1" "SWI4" "S. cerevisiae" "SWItching deficient" "3282" "YER111C" "S000000913" "ORF"
"Q06625" "OTHER" "1" "GDB1" "S. cerevisiae" "Glycogen DeBranching" "4611" "YPR184W" "S000006388" "ORF"
"P14359" "OTHER" "1" "SNA3" "S. cerevisiae" "Sensitivity to NA+" "402" "YJL151C" "S000003687" "ORF"
"P38082" "OTHER" "1" "NRG2" "S. cerevisiae" "Negative Regulator of Glucose-controlled genes" "663" "YBR066C" "S000000270" "ORF"
"P11655" "OTHER" "1" "SEC12" "S. cerevisiae" "SECretory" "1416" "YNR026C" "S000005309" "ORF"
"P38827" "OTHER" "1" "SET1" "S. cerevisiae" "SET domain-containing" "3243" "YHR119W" "S000001161" "ORF"
"Q12150" "OTHER" "1" "CSF1" "S. cerevisiae" "Cold Sensitive for Fermentation" "8877" "YLR087C" "S000004077" "ORF"
"P38237" "OTHER" "1" "UBP14" "S. cerevisiae" "UBiquitin-specific Protease" "2346" "YBR058C" "S000000262" "ORF"
"P42949" "OTHER" "1" "PAM16" "S. cerevisiae" "Presequence translocase-Associated Motor" "450" "YJL104W" "S000003640" "ORF"
"P35718" "OTHER" "1" "RPC25" "S. cerevisiae" "RNA Polymerase C" "639" "YKL144C" "S000001627" "ORF"
"P39105" "OTHER" "1" "PLB1" "S. cerevisiae" "PhosphoLipase B" "1995" "YMR008C" "S000004610" "ORF"
"P36001" "OTHER" "1" "RMA1" "S. cerevisiae" "Reduced Mating A" "1293" "YKL132C" "S000001615" "ORF"
"Q06839" "OTHER" "1" "" "S. cerevisiae" "" "3222" "YPR097W" "S000006301" "ORF"
"Q08622" "OTHER" "1" "GEP3" "S. cerevisiae" "GEnetic interactors of Prohibitins" "1671" "YOR205C" "S000005731" "ORF"
"Q04053" "OTHER" "1" "SNX41" "S. cerevisiae" "Sorting NeXin" "1878" "YDR425W" "S000002833" "ORF"
"P23369" "OTHER" "1" "MRPL25" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "474" "YGR076C" "S000003308" "ORF"
"Q03337" "OTHER" "1" "TRS31" "S. cerevisiae" "TRapp Subunit" "852" "YDR472W" "S000002880" "ORF"
"P13045" "OTHER" "1" "GAL3" "S. cerevisiae" "GALactose metabolism" "1563" "YDR009W" "S000002416" "ORF"
"P50095" "OTHER" "1" "IMD3" "S. cerevisiae" "IMP Dehydrogenase" "1572" "YLR432W" "S000004424" "ORF"
"Q05530" "OTHER" "1" "MGP12" "S. cerevisiae" "Mitochondrial Glutaredoxin-like Protein of 12 kDa" "345" "YDR286C" "S000002694" "ORF"
"P35719" "OTHER" "1" "MRP8" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "660" "YKL142W" "S000001625" "ORF"
"Q06624" "OTHER" "1" "AOS1" "S. cerevisiae" "Activation Of Smt3p" "1044" "YPR180W" "S000006384" "ORF"
"P47149" "OTHER" "1" "NNF1" "S. cerevisiae" "Necessary for Nuclear Function" "606" "YJR112W" "S000003873" "ORF"
"P14832" "OTHER" "1" "CPR1" "S. cerevisiae" "Cyclosporin A-sensitive Proline Rotamase" "489" "YDR155C" "S000002562" "ORF"
"Q08693" "OTHER" "1" "TRE2" "S. cerevisiae" "Transferrrin REceptor like" "2430" "YOR256C" "S000005782" "ORF"
"P53341" "OTHER" "1" "MAL12" "S. cerevisiae" "MALtose fermentation" "1755" "YGR292W" "S000003524" "ORF"
"Q01389" "OTHER" "1" "BCK1" "S. cerevisiae" "Bypass of C Kinase" "4437" "YJL095W" "S000003631" "ORF"
"P32419" "OTHER" "1" "MDH3" "S. cerevisiae" "Malate DeHydrogenase" "1032" "YDL078C" "S000002236" "ORF"
"P41909" "OTHER" "1" "PXA1" "S. cerevisiae" "PeroXisomal ABC-transporter" "2613" "YPL147W" "S000006068" "ORF"
"P23287" "OTHER" "1" "CNA1" "S. cerevisiae" "CalciNeurin A" "1662" "YLR433C" "S000004425" "ORF"
"Q12160" "OTHER" "1" "" "S. cerevisiae" "" "509" "YPR063C" "S000006267" "ORF"
"Q06160" "OTHER" "1" "SPH1" "S. cerevisiae" "SPa2 Homolog" "1593" "YLR313C" "S000004305" "ORF"
"Q04893" "OTHER" "1" "" "S. cerevisiae" "" "3423" "YMR317W" "S000004936" "ORF"
"P12753" "OTHER" "1" "RAD50" "S. cerevisiae" "RADiation sensitive" "3939" "YNL250W" "S000005194" "ORF"
"Q00916" "OTHER" "1" "SNP1" "S. cerevisiae" "" "903" "YIL061C" "S000001323" "ORF"
"P36002" "OTHER" "1" "PTK1" "S. cerevisiae" "Putative serine/Threonine protein Kinase" "1989" "YKL198C" "S000001681" "ORF"
"P05755" "OTHER" "1" "RPS9B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1001" "YBR189W" "S000000393" "ORF"
"Q02783" "OTHER" "1" "MFM1" "S. cerevisiae" "Mrs2 Function Modulating factor" "1242" "YPL060W" "S000005981" "ORF"
"P80667" "OTHER" "1" "PEX13" "S. cerevisiae" "PEroXin" "1161" "YLR191W" "S000004181" "ORF"
"P36159" "OTHER" "1" "TRZ1" "S. cerevisiae" "tRNase Z" "2517" "YKR079C" "S000001787" "ORF"
"Q3E7B7" "OTHER" "1" "" "S. cerevisiae" "" "207" "YDL085C-A" "S000007588" "ORF"
"P38828" "OTHER" "1" "LSM12" "S. cerevisiae" "Like SM" "564" "YHR121W" "S000001163" "ORF"
"P42944" "OTHER" "1" "GZF3" "S. cerevisiae" "Gata Zinc Finger protein" "1656" "YJL110C" "S000003646" "ORF"
"P36000" "OTHER" "1" "APL2" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2181" "YKL135C" "S000001618" "ORF"
"P34239" "OTHER" "1" "LST4" "S. cerevisiae" "Lethal with Sec Thirteen" "2487" "YKL176C" "S000001659" "ORF"
"P06738" "OTHER" "1" "GPH1" "S. cerevisiae" "Glycogen PHosphorylase" "2709" "YPR160W" "S000006364" "ORF"
"P33201" "OTHER" "1" "MRT4" "S. cerevisiae" "mRNA Turnover 4" "711" "YKL009W" "S000001492" "ORF"
"Q06224" "OTHER" "1" "YSH1" "S. cerevisiae" "Yeast Seventy-three Homolog" "2340" "YLR277C" "S000004267" "ORF"
"P53981" "OTHER" "1" "PYP1" "S. cerevisiae" "PolYol Phosphatase" "726" "YNL010W" "S000004955" "ORF"
"P10823" "OTHER" "1" "GPA2" "S. cerevisiae" "G Protein Alpha subunit" "1350" "YER020W" "S000000822" "ORF"
"P53129" "OTHER" "1" "MON1" "S. cerevisiae" "MONensin sensitivity" "1935" "YGL124C" "S000003092" "ORF"
"P35208" "OTHER" "1" "SPT10" "S. cerevisiae" "SuPpressor of Ty" "1923" "YJL127C" "S000003663" "ORF"
"Q02932" "OTHER" "1" "KAP120" "S. cerevisiae" "KAryoPherin" "3099" "YPL125W" "S000006046" "ORF"
"P42883" "OTHER" "1" "THI12" "S. cerevisiae" "THIamine metabolism" "1023" "YNL332W" "S000005276" "ORF"
"P12687" "OTHER" "1" "MRP7" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "1116" "YNL005C" "S000004950" "ORF"
"Q00711" "OTHER" "1" "SDH1" "S. cerevisiae" "Succinate DeHydrogenase" "1923" "YKL148C" "S000001631" "ORF"
"P38238" "OTHER" "1" "TRM7" "S. cerevisiae" "Transfer RNA Methyltransferase" "933" "YBR061C" "S000000265" "ORF"
"P39010" "OTHER" "1" "AKR1" "S. cerevisiae" "AnKyrin Repeat containing" "2295" "YDR264C" "S000002672" "ORF"
"P48569" "OTHER" "1" "MRX19" "S. cerevisiae" "Mitochondrial oRganization of gene eXpression (MIOREX)" "963" "YDL183C" "S000002342" "ORF"
"P32264" "OTHER" "1" "PRO1" "S. cerevisiae" "PROline requiring" "1287" "YDR300C" "S000002708" "ORF"
"P40469" "OTHER" "1" "MET18" "S. cerevisiae" "METhionine requiring" "3099" "YIL128W" "S000001390" "ORF"
"P47148" "OTHER" "1" "PXP2" "S. cerevisiae" "PeroXisomal Protein" "852" "YJR111C" "S000003872" "ORF"
"P53120" "OTHER" "1" "" "S. cerevisiae" "" "3660" "YGL140C" "S000003108" "ORF"
"O13525" "OTHER" "1" "COQ4" "S. cerevisiae" "COenzyme Q" "1008" "YDR204W" "S000002612" "ORF"
"P40359" "OTHER" "1" "PSF2" "S. cerevisiae" "Partner of Sld Five" "642" "YJL072C" "S000003608" "ORF"
"P35177" "OTHER" "1" "SPT7" "S. cerevisiae" "SuPpressor of Ty's" "3999" "YBR081C" "S000000285" "ORF"
"Q12116" "OTHER" "1" "TMS1" "S. cerevisiae" "" "1422" "YDR105C" "S000002512" "ORF"
"P38829" "OTHER" "1" "CIA2" "S. cerevisiae" "Cytosolic Iron-sulfur protein Assembly" "696" "YHR122W" "S000001164" "ORF"
"Q12106" "OTHER" "1" "MCP1" "S. cerevisiae" "Mdm10 Complementing Protein" "909" "YOR228C" "S000005754" "ORF"
"P38084" "OTHER" "1" "BAP2" "S. cerevisiae" "Branched-chain Amino acid Permease" "1830" "YBR068C" "S000000272" "ORF"
"Q04052" "OTHER" "1" "ARO80" "S. cerevisiae" "AROmatic amino acid requiring" "2853" "YDR421W" "S000002829" "ORF"
"P53982" "OTHER" "1" "IDP3" "S. cerevisiae" "Isocitrate Dehydrogenase, NADP-dependent" "1263" "YNL009W" "S000004954" "ORF"
"P39000" "OTHER" "1" "SHC1" "S. cerevisiae" "Sporulation-specific Homolog of CSD4" "1539" "YER096W" "S000000898" "ORF"
"P52489" "OTHER" "1" "PYK2" "S. cerevisiae" "PYruvate Kinase" "1521" "YOR347C" "S000005874" "ORF"
"P54007" "OTHER" "1" "" "S. cerevisiae" "" "1131" "YLR460C" "S000004452" "ORF"
"P42943" "OTHER" "1" "CCT7" "S. cerevisiae" "Chaperonin Containing TCP-1" "1653" "YJL111W" "S000003647" "ORF"
"P32775" "OTHER" "1" "GLC3" "S. cerevisiae" "GLyCogen" "2115" "YEL011W" "S000000737" "ORF"
"Q03713" "OTHER" "1" "RCF1" "S. cerevisiae" "Respiratory superComplex Factor" "480" "YML030W" "S000004492" "ORF"
"P14922" "OTHER" "1" "CYC8" "S. cerevisiae" "CYtochrome C" "2901" "YBR112C" "S000000316" "ORF"
"Q06623" "OTHER" "1" "HDA3" "S. cerevisiae" "Histone DeAcetylase" "1968" "YPR179C" "S000006383" "ORF"
"P38934" "OTHER" "1" "BFR1" "S. cerevisiae" "BreFeldin A Resistance" "1413" "YOR198C" "S000005724" "ORF"
"Q02931" "OTHER" "1" "NAN1" "S. cerevisiae" "Net1 Associated Nuclear protein" "2691" "YPL126W" "S000006047" "ORF"
"P38150" "OTHER" "1" "" "S. cerevisiae" "" "2394" "YBR284W" "S000000488" "ORF"
"P38239" "OTHER" "1" "" "S. cerevisiae" "" "625" "YBR062C" "S000000266" "ORF"
"P32528" "OTHER" "1" "DUR12" "S. cerevisiae" "Degradation of URea" "5508" "YBR208C" "S000000412" "ORF"
"Q04894" "OTHER" "1" "ADH6" "S. cerevisiae" "Alcohol DeHydrogenase" "1083" "YMR318C" "S000004937" "ORF"
"P53121" "OTHER" "1" "FLC3" "S. cerevisiae" "FLavin Carrier" "2409" "YGL139W" "S000003107" "ORF"
"P47147" "OTHER" "1" "YMR1" "S. cerevisiae" "Yeast Myotubularin Related" "2067" "YJR110W" "S000003871" "ORF"
"Q07938" "OTHER" "1" "MEU1" "S. cerevisiae" "Multicopy Enhancer of UAS2" "1014" "YLR017W" "S000004007" "ORF"
"P22133" "OTHER" "1" "MDH2" "S. cerevisiae" "Malate DeHydrogenase" "1134" "YOL126C" "S000005486" "ORF"
"Q03071" "OTHER" "1" "ELC1" "S. cerevisiae" "ELongin C" "300" "YPL046C" "S000005967" "ORF"
"P25559" "OTHER" "1" "DCC1" "S. cerevisiae" "Defective in sister Chromatid Cohesion" "1143" "YCL016C" "S000000521" "ORF"
"P38996" "OTHER" "1" "NAB3" "S. cerevisiae" "Nuclear polyAdenylated RNA-Binding" "2409" "YPL190C" "S000006111" "ORF"
"P42946" "OTHER" "1" "PRM10" "S. cerevisiae" "Pheromone-Regulated Membrane protein" "1152" "YJL108C" "S000003644" "ORF"
"P43603" "OTHER" "1" "LSB3" "S. cerevisiae" "Las Seventeen Binding protein" "1474" "YFR024C-A" "S000002968" "ORF"
"P38755" "OTHER" "1" "OSH7" "S. cerevisiae" "OxySterol binding protein Homolog" "1314" "YHR001W" "S000001043" "ORF"
"P25332" "OTHER" "1" "RBK1" "S. cerevisiae" "RiBoKinase" "1002" "YCR036W" "S000000632" "ORF"
"P17442" "OTHER" "1" "PHO81" "S. cerevisiae" "PHOsphate metabolism" "3537" "YGR233C" "S000003465" "ORF"
"P34237" "OTHER" "1" "COY1" "S. cerevisiae" "CASP Of Yeast" "2040" "YKL179C" "S000001662" "ORF"
"P36009" "OTHER" "1" "DHR2" "S. cerevisiae" "DEAH-box RNA helicase" "2208" "YKL078W" "S000001561" "ORF"
"P42884" "OTHER" "1" "AAD14" "S. cerevisiae" "Aryl-Alcohol Dehydrogenase" "1131" "YNL331C" "S000005275" "ORF"
"Q07451" "OTHER" "1" "YET3" "S. cerevisiae" "Yeast Endoplasmic reticulum Transmembrane protein" "612" "YDL072C" "S000002230" "ORF"
"P38085" "OTHER" "1" "TAT1" "S. cerevisiae" "Tyrosine and tryptophan Amino acid Transporter" "1860" "YBR069C" "S000000273" "ORF"
"Q12055" "OTHER" "1" "FAP7" "S. cerevisiae" "Factor Activating Pos9" "594" "YDL166C" "S000002325" "ORF"
"P33202" "OTHER" "1" "UFD4" "S. cerevisiae" "Ubiquitin Fusion Degradation protein" "4452" "YKL010C" "S000001493" "ORF"
"Q12464" "OTHER" "1" "RVB2" "S. cerevisiae" "RuVB-like" "1416" "YPL235W" "S000006156" "ORF"
"Q12524" "OTHER" "1" "PCD1" "S. cerevisiae" "Peroxisomal Coenzyme A Diphosphatase" "1023" "YLR151C" "S000004141" "ORF"
"Q02785" "OTHER" "1" "PDR12" "S. cerevisiae" "Pleiotropic Drug Resistance" "4536" "YPL058C" "S000005979" "ORF"
"Q04228" "OTHER" "1" "UBX2" "S. cerevisiae" "UBiquitin regulatory X" "1755" "YML013W" "S000004475" "ORF"
"P36158" "OTHER" "1" "VPS501" "S. cerevisiae" "VPS5-related" "1758" "YKR078W" "S000001786" "ORF"
"Q06010" "OTHER" "1" "STE23" "S. cerevisiae" "STErile" "3084" "YLR389C" "S000004381" "ORF"
"P08638" "OTHER" "1" "LEU3" "S. cerevisiae" "LEUcine biosynthesis" "2661" "YLR451W" "S000004443" "ORF"
"Q3E7B2" "OTHER" "1" "COA3" "S. cerevisiae" "Cytochrome Oxidase Assembly" "258" "YJL062W-A" "S000007611" "ORF"
"P06102" "OTHER" "1" "NOT3" "S. cerevisiae" "Negative On TATA" "2511" "YIL038C" "S000001300" "ORF"
"P36008" "OTHER" "1" "TEF4" "S. cerevisiae" "Translation Elongation Factor" "1565" "YKL081W" "S000001564" "ORF"
"P39720" "OTHER" "1" "OAF1" "S. cerevisiae" "Oleate-Activated transcription Factor" "3144" "YAL051W" "S000000048" "ORF"
"P23644" "OTHER" "1" "TOM40" "S. cerevisiae" "Translocase of the Outer Mitochondrial membrane" "1164" "YMR203W" "S000004816" "ORF"
"P39968" "OTHER" "1" "VAC8" "S. cerevisiae" "VACuole related" "1737" "YEL013W" "S000000739" "ORF"
"P38756" "OTHER" "1" "TCD1" "S. cerevisiae" "tRNA ThreonylCarbamoyladenosine Dehydratase" "1290" "YHR003C" "S000001045" "ORF"
"P42945" "OTHER" "1" "UTP10" "S. cerevisiae" "U Three Protein" "5310" "YJL109C" "S000003645" "ORF"
"Q07528" "OTHER" "1" "ATG20" "S. cerevisiae" "AuTophaGy related" "1923" "YDL113C" "S000002271" "ORF"
"P53980" "OTHER" "1" "" "S. cerevisiae" "" "1335" "YNL011C" "S000004956" "ORF"
"P23394" "OTHER" "1" "PRP28" "S. cerevisiae" "Pre-mRNA Processing" "1767" "YDR243C" "S000002651" "ORF"
"P53128" "OTHER" "1" "MET13" "S. cerevisiae" "METhionine requiring" "1803" "YGL125W" "S000003093" "ORF"
"P11745" "OTHER" "1" "RNA1" "S. cerevisiae" "rapid cessation of net RNA accumulation" "1224" "YMR235C" "S000004848" "ORF"
"Q04895" "OTHER" "1" "DAL4" "S. cerevisiae" "Degradation of Allantoin" "1908" "YIR028W" "S000001467" "ORF"
"P05626" "OTHER" "1" "ATP4" "S. cerevisiae" "ATP synthase" "735" "YPL078C" "S000005999" "ORF"
"Q06836" "OTHER" "1" "SYT1" "S. cerevisiae" "Suppressor of ypt3" "3681" "YPR095C" "S000006299" "ORF"
"P32480" "OTHER" "1" "HIR2" "S. cerevisiae" "HIstone Regulation" "2628" "YOR038C" "S000005564" "ORF"
"Q02784" "OTHER" "1" "GRX5" "S. cerevisiae" "GlutaRedoXin" "453" "YPL059W" "S000005980" "ORF"
"Q02933" "OTHER" "1" "RNY1" "S. cerevisiae" "RiboNuclease from Yeast" "1305" "YPL123C" "S000006044" "ORF"
"P38316" "OTHER" "1" "ATG12" "S. cerevisiae" "AuTophaGy related" "561" "YBR217W" "S000000421" "ORF"
"Q05863" "OTHER" "1" "RSO55" "S. cerevisiae" "mitochondrial protein Related to Spastic paraplegia with Optic atrophy and neuropathy SPG55" "468" "YLR281C" "S000004271" "ORF"
"P38086" "OTHER" "1" "RDH54" "S. cerevisiae" "RaD54 Homolog" "2877" "YBR073W" "S000000277" "ORF"
"P19158" "OTHER" "1" "IRA2" "S. cerevisiae" "Inhibitory Regulator of the RAS-cAMP pathway" "9240" "YOL081W" "S000005441" "ORF"
"P29469" "OTHER" "1" "MCM2" "S. cerevisiae" "MiniChromosome Maintenance" "2607" "YBL023C" "S000000119" "ORF"
"Q12191" "OTHER" "1" "BUG1" "S. cerevisiae" "Binder of USO1 and GRH1" "1026" "YDL099W" "S000002257" "ORF"
"Q01519" "OTHER" "1" "COX12" "S. cerevisiae" "Cytochrome c OXidase" "252" "YLR038C" "S000004028" "ORF"
"P53051" "OTHER" "1" "IMA1" "S. cerevisiae" "IsoMAltase" "1770" "YGR287C" "S000003519" "ORF"
"P28795" "OTHER" "1" "PEX3" "S. cerevisiae" "PEroXin" "1326" "YDR329C" "S000002737" "ORF"
"Q02805" "OTHER" "1" "ROD1" "S. cerevisiae" "Resistance to O-Dinitrobenzene" "2514" "YOR018W" "S000005544" "ORF"
"P39721" "OTHER" "1" "AIM2" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "741" "YAL049C" "S000000047" "ORF"
"P36156" "OTHER" "1" "ECM4" "S. cerevisiae" "ExtraCellular Mutant" "1113" "YKR076W" "S000001784" "ORF"
"P08459" "OTHER" "1" "SPS2" "S. cerevisiae" "SPorulation Specific" "1509" "YDR522C" "S000002930" "ORF"
"P53208" "OTHER" "1" "EAT1" "S. cerevisiae" "Ethanol AcetylTransferase" "987" "YGR015C" "S000003247" "ORF"
"P41895" "OTHER" "1" "TFG1" "S. cerevisiae" "Transcription Factor G" "2208" "YGR186W" "S000003418" "ORF"
"P25333" "OTHER" "1" "SAT4" "S. cerevisiae" "" "1812" "YCR008W" "S000000601" "ORF"
"P38757" "OTHER" "1" "NEM1" "S. cerevisiae" "Nuclear Envelope Morphology" "1341" "YHR004C" "S000001046" "ORF"
"P43599" "OTHER" "1" "" "S. cerevisiae" "" "1092" "YFR018C" "S000001914" "ORF"
"P38152" "OTHER" "1" "CTP1" "S. cerevisiae" "Citrate Transport Protein" "900" "YBR291C" "S000000495" "ORF"
"O13559" "OTHER" "1" "YRF1-4" "S. cerevisiae" "" "4149" "YLR466W" "S000004458" "ORF"
"Q08409" "OTHER" "1" "AUS1" "S. cerevisiae" "ABC protein involved in Uptake of Sterols" "4185" "YOR011W" "S000005537" "ORF"
"P28005" "OTHER" "1" "POP5" "S. cerevisiae" "Processing Of Precursor RNAs" "522" "YAL033W" "S000000031" "ORF"
"P32463" "OTHER" "1" "ACP1" "S. cerevisiae" "Acyl Carrier Protein" "378" "YKL192C" "S000001675" "ORF"
"Q06686" "OTHER" "1" "CTR3" "S. cerevisiae" "Copper TRansport" "726" "YLR411W" "S000004403" "ORF"
"P10663" "OTHER" "1" "MRP2" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "348" "YPR166C" "S000006370" "ORF"
"P53389" "OTHER" "1" "HOL1" "S. cerevisiae" "HistidinOl" "1761" "YNR055C" "S000005338" "ORF"
"P32449" "OTHER" "1" "ARO4" "S. cerevisiae" "AROmatic amino acid requiring" "1113" "YBR249C" "S000000453" "ORF"
"P47145" "OTHER" "1" "LIH1" "S. cerevisiae" "LIpase Homolog" "987" "YJR107W" "S000003868" "ORF"
"P40466" "OTHER" "1" "FKH1" "S. cerevisiae" "ForK head Homolog" "1455" "YIL131C" "S000001393" "ORF"
"Q03648" "OTHER" "1" "" "S. cerevisiae" "" "1374" "YMR209C" "S000004822" "ORF"
"Q06685" "OTHER" "1" "VIP1" "S. cerevisiae" "" "3441" "YLR410W" "S000004402" "ORF"
"P25335" "OTHER" "1" "DAL2" "S. cerevisiae" "Degradation of Allantoin" "1032" "YIR029W" "S000001468" "ORF"
"Q04746" "OTHER" "1" "KAR5" "S. cerevisiae" "KARyogamy" "1515" "YMR065W" "S000004669" "ORF"
"P05317" "OTHER" "1" "RPP0" "S. cerevisiae" "Ribosomal Protein P0" "939" "YLR340W" "S000004332" "ORF"
"P36155" "OTHER" "1" "" "S. cerevisiae" "" "924" "YKR075C" "S000001783" "ORF"
"Q06688" "OTHER" "1" "BER1" "S. cerevisiae" "Benomyl REsistant 1" "825" "YLR412W" "S000004404" "ORF"
"P08458" "OTHER" "1" "SPS1" "S. cerevisiae" "SPorulation Specific" "1473" "YDR523C" "S000002931" "ORF"
"P25558" "OTHER" "1" "BUD3" "S. cerevisiae" "BUD site selection" "4911" "YCL014W" "S000000520" "ORF"
"P38153" "OTHER" "1" "APM3" "S. cerevisiae" "clathrin Adaptor Protein complex Medium chain" "1452" "YBR288C" "S000000492" "ORF"
"Q02159" "OTHER" "1" "UBC7" "S. cerevisiae" "UBiquitin-Conjugating enzyme" "498" "YMR022W" "S000004624" "ORF"
"P33412" "OTHER" "1" "ECT1" "S. cerevisiae" "Ethanolamine-phosphate CytidylylTransferase" "972" "YGR007W" "S000003239" "ORF"
"P39722" "OTHER" "1" "GEM1" "S. cerevisiae" "GTPase EF-hand protein of Mitochondria" "1989" "YAL048C" "S000000046" "ORF"
"P25693" "OTHER" "1" "PCL2" "S. cerevisiae" "Pho85 CycLin" "927" "YDL127W" "S000002285" "ORF"
"Q12330" "OTHER" "1" "SME1" "S. cerevisiae" "Sm protein E" "285" "YOR159C" "S000005685" "ORF"
"P53209" "OTHER" "1" "" "S. cerevisiae" "" "573" "YGR016W" "S000003248" "ORF"
"P25694" "OTHER" "1" "CDC48" "S. cerevisiae" "Cell Division Cycle" "2508" "YDL126C" "S000002284" "ORF"
"Q06168" "OTHER" "1" "SFH1" "S. cerevisiae" "Snf Five Homolog" "1281" "YLR321C" "S000004313" "ORF"
"P28004" "OTHER" "1" "PRP45" "S. cerevisiae" "Pre-mRNA Processing" "1140" "YAL032C" "S000000030" "ORF"
"P53206" "OTHER" "1" "MCY1" "S. cerevisiae" "putative Mitochondrial CYsteine synthase" "1182" "YGR012W" "S000003244" "ORF"
"Q12309" "OTHER" "1" "CLF1" "S. cerevisiae" "Crooked neck-Like Factor" "2064" "YLR117C" "S000004107" "ORF"
"P40467" "OTHER" "1" "ASG1" "S. cerevisiae" "Activator of Stress Genes" "2895" "YIL130W" "S000001392" "ORF"
"Q12032" "OTHER" "1" "AIM41" "S. cerevisiae" "Altered Inheritance of Mitochondria" "558" "YOR215C" "S000005741" "ORF"
"P34233" "OTHER" "1" "ASH1" "S. cerevisiae" "Asymmetric Synthesis of HO" "1767" "YKL185W" "S000001668" "ORF"
"P47144" "OTHER" "1" "ECM27" "S. cerevisiae" "ExtraCellular Mutant" "2178" "YJR106W" "S000003867" "ORF"
"P33421" "OTHER" "1" "SDH3" "S. cerevisiae" "Succinate DeHydrogenase" "597" "YKL141W" "S000001624" "ORF"
"P38758" "OTHER" "1" "TDA3" "S. cerevisiae" "Topoisomerase I Damage Affected" "1572" "YHR009C" "S000001051" "ORF"
"P40204" "OTHER" "1" "SMX2" "S. cerevisiae" "" "234" "YFL017W-A" "S000002965" "ORF"
"P32495" "OTHER" "1" "NHP2" "S. cerevisiae" "Non-Histone Protein" "471" "YDL208W" "S000002367" "ORF"
"P39744" "OTHER" "1" "NOC2" "S. cerevisiae" "NucleOlar Complex associated" "2133" "YOR206W" "S000005732" "ORF"
"P36004" "OTHER" "1" "KKQ8" "S. cerevisiae" "" "2175" "YKL168C" "S000001651" "ORF"
"P15731" "OTHER" "1" "UBC4" "S. cerevisiae" "UBiquitin-Conjugating" "542" "YBR082C" "S000000286" "ORF"
"P54858" "OTHER" "1" "DOS2" "S. cerevisiae" "" "933" "YDR068W" "S000002475" "ORF"
"P39723" "OTHER" "1" "SPC72" "S. cerevisiae" "Spindle Pole Component" "1869" "YAL047C" "S000000045" "ORF"
"Q06350" "OTHER" "1" "CTS2" "S. cerevisiae" "ChiTinaSe" "1536" "YDR371W" "S000002779" "ORF"
"P41543" "OTHER" "1" "OST1" "S. cerevisiae" "OligoSaccharylTransferase" "1431" "YJL002C" "S000003539" "ORF"
"Q12235" "OTHER" "1" "YCT1" "S. cerevisiae" "Yeast Cysteine Transporter" "1596" "YLL055W" "S000003978" "ORF"
"P22202" "OTHER" "1" "SSA4" "S. cerevisiae" "Stress-Seventy subfamily A" "1929" "YER103W" "S000000905" "ORF"
"P39724" "OTHER" "1" "BOL3" "S. cerevisiae" "BolA-like protein" "357" "YAL046C" "S000000044" "ORF"
"P43132" "OTHER" "1" "BRE2" "S. cerevisiae" "BREfeldin A sensitivity" "1518" "YLR015W" "S000004005" "ORF"
